genes	hypoxia-01	hypoxia-02	hypoxia-03	hypoxia-04	normoxia-01	normoxia-02	normoxia-03	normoxia-04
HTR4	0.0340576	0	0.03952477	0	0.0121262	0	0.131346	0.0367516
HTR5A	0	0	0	0.0664268	0	0	0	0
HTR6	0.0721633	0.0707617	0	0.0903052	0.0674694	0.0530744	0.0679078	0.0311125
HTR7	2.93717	3.716894	2.826828	4.846548	6.30867	6.00102	7.190268	8.32323
HTRA1	5.052695	2.42923	6.068272	9.07721	5.221321	2.839296	3.924754	4.30331
HTRA2	14.844399	14.7249507	21.694921	22.537315	16.899402	15.130148	17.972201	17.528991
HTRA3	0.0705583	0.0358842	0.02038	0	0	0.0165861	0	0
HTRA4	1.64847	1.38687	2.16587	1.06813	1.69508	1.88976	2.11811	1.52664
HTT	18.331621	20.072064	23.615794	20.8799878	23.364964	23.939423	25.152553	26.217872
HUNK	0.236914	0.152344	0.3531872	0.153147	0.179651	0.13104	0.230479	0.214329
HUS1	15.955033	19.5675485	15.081109	16.6389280137159	18.076307	19.144425	18.775833	18.391854
HUS1B	0.147125	0.0715266	0.608329	0.454853	0.117429	0.0860016	0.0457512	0.0419152
HUWE1	51.781259	53.583619	55.1981729	64.685276	61.793955	67.730294	67.01832	74.408989
HVCN1	3.587064	2.5188009	2.2132828	2.76007	3.5977404	0.8566150539172	1.157021	1.772813179342
HYAL1	0.9175695	0.667797	0.9692337	0.366688	1.070289	1.4083374	0.2131275	1.6253304
HYAL2	42.823653	41.77265	28.62231	32.867806	35.668062	29.252196	25.868808	25.081332
HYAL3	6.267549	7.15545102	1.6033233	2.75844	5.263553	2.301912	1.010967	3.690024
HYAL4	0.8373847	0.8759764	0.7459722	0.918674	1.0575986	1.561481	1.3614556	2.343501
HYCC1	14.6378752	17.3984424	15.458304	16.460053	12.240114	7.229859	7.803966	7.2968496
HYCC2	11.915625	10.584389	13.485736	9.942481	15.417001	10.775136	8.993938	9.259752
HYDIN	2.48980154993	1.3586319	1.75912913	1.5357624	2.2835563	1.9244124	1.700149	2.4935568
HYI	21.40615	20.833242	20.785812	21.54402	15.329505	15.976322	20.686784	13.791404
HYKK	7.2788748	8.654603413	8.922754001633	7.81048267	5.6456885469	6.89771300178309	7.957864	5.578617
HYLS1	2.570169	2.276041	2.754329	2.629515	3.146149	5.3550425	3.835958	3.581097
HYOU1	45.515330273	62.4275146	62.1824244	65.6115998845	47.88613685	52.893749	45.5712598	48.7976806
HYPK	20.232038	29.354166	31.377053	25.2599329	16.385608	14.2969376	12.843552	13.14757
IAH1	55.562429	57.015887	50.551246	52.1906	45.58631	43.47008	40.935012	32.298812
IAPP	0.0812019	0.100728	0.184756	0.0498863	0.041668	0.0238322	0.0262157	0.0473217
IARS1	78.132467075218	102.156775203	88.20253246	107.449619650443	70.524709305691	94.237493348502	77.206742	69.456685102945
IARS2	57.0991	61.5835	57.7172	61.2071	62.3416	64.6498	58.9339	58.6311
IBA57	1.28749	1.57516	1.93011	1.68728	1.4019	2.45217	2.86579	2.64849
IBSP	0	0	0	0.0309005	0	0	0.0310388	0
IBTK	31.796717	35.015433	33.23426	27.632999	36.749794	33.989107	30.38199	28.9072072
ICA1	30.600166	30.807401	33.248739165	34.599243	31.217702	29.718993	39.095556	43.944309
ICA1L	4.1900909	2.9838847	1.8721235	2.1424069	4.941542	3.215994	4.1575022	4.003989
ICAM1	23.909318	17.3542	7.19516	5.99406	72.324834	8.71441	6.62752	20.692388
ICAM2	5.403129	6.26652	4.633816	6.909965	3.04301	6.219055	2.901108	2.88361
ICAM3	15.9594745	20.2744453	22.478962	20.1300422	13.497192	14.123508	11.916474	11.37153
ICAM4	1.274928	1.635861	1.698818	1.520358	1.40134	1.209345	1.983237	3.297494
ICAM5	3.496637	1.591299	1.700232	1.630452	2.949493	0.51692	0.516522	0.645516
ICE1	9.82823	9.58272	11.7763	10.4064	10.5047	11.9783	13.5767	12.7932
ICE2	10.144315	12.3541654	18.435132	19.817783	14.09739	12.730065	18.235354	16.084171
ICMT	52.5549	57.8657	59.5915	63.2691	54.44028	76.8405	71.39163	70.71948
ICOS	0	0	0	0	0	0	0	0
ICOSLG	6.804702	3.7711904	4.264872	3.657678	10.2989037	3.6117364	2.6083267	4.6527
ID1	389.8993	511.3731	409.727	502.9785	441.5609	743.4188	868.6169	652.858
ID2	11.983705	43.280384	30.904985	34.508835	8.069165	64.071157	32.731494	24.728669
ID3	181.571	289.019	205.445	230.15	150.083	369.444	269.121	151.06
ID4	1.35189	2.82471	5.10261	7.19882	2.05826	15.4829	8.63682	14.4769
IDE	14.7752211	15.1436849	19.57356946	17.2769971094217	16.8534552	19.9008471	21.8047693	22.347062
IDH1	182.985008	280.63198	213.172932	310.49632	226.82269	449.05074	354.46289	460.45142
IDH2	93.241462	91.159379	79.674223	76.845353	74.641031	52.19374	52.183573	49.827406
IDH3A	28.496637	35.428872	46.918985	36.037751510649	25.2267804	42.572905	45.0374703	39.695093
IDH3B	50.171869	60.309553	58.394379	65.887699	53.816333	63.316131	66.920212	62.01806
IDH3G	47.560895	45.759768	42.858758	50.795982	39.93934	39.08452	37.458562	38.822216
IDI1	103.33602	121.10982	95.85912	94.11545	77.99634	74.120014	59.19256	61.430044
IDI2	0.139721	0.330536	0.153284	0.179418	0.036757	0.123182	0.264389	0
IDNK	11.7693	7.903807	8.274674	8.104527	7.93318	5.207112	9.160145	8.380167
IDO1	8.0580519273	2.7231649	6.357591	4.01646	77.765335	4.518724	14.067311	13.017205
IDO2	0.0412278	0	0	0.0343253	0.763054	0.0323075	0.0860871	0.0946567
IDS	77.96089	73.158846	77.86576	76.358127	66.203529	62.857354	77.01297	64.370808
IDUA	11.159483	14.085908	18.13463	17.026009	10.50794	15.36329	16.907976	15.15137
IER2	52.065653	46.093014	54.826295	47.4246	56.134588	54.663558	64.276	58.719144
IER3	137.23657	99.91316	82.33774	42.82923	100.83342	44.10792	53.66072	29.090159
IER3IP1	32.64549	39.5292	46.66631	40.18657	25.86778	28.815762	29.21876	22.446237
IER5	51.134	45.0404	47.3871	42.5609	53.4207	28.9652	26.6962	24.1353
IER5L	15.3892	11.3229	10.4749	11.6263	14.6841	11.6658	10.3813	13.5309
IFFO1	0.317652	0.0506027	0.0903415	0.126808	0.430067	0.1725045307	0.371243	0.0142271
IFFO2	10.20429	8.79755	10.20631	8.841677	16.82209	7.742846	10.25209	7.37635000927042
IFI16	38.035007	31.262635	40.72461	34.66594583053	43.43207	33.7276489	56.604068	42.73972
IFI27	343.8142924	203.057738	18.696685	25.258356	689.22549	86.346838	68.641322	59.352037
IFI27L1	42.129836	42.806126	32.302058	41.750676	44.680757	22.406785	20.930873	26.7679
IFI27L2	113.15	134.255	137.58385	180.342	118.014	92.0739	112.339	125.3
IFI30	85.0353	93.9332	58.604	76.4072	156.5754	122.3658	82.7389	127.9664
IFI35	33.5282	34.7787	23.8343	31.1125	60.4939	45.7871	46.2283	54.9193
IFI44	79.223	74.51913	26.71327	29.25819	151.1965	49.06993	75.588	55.371369
IFI44L	38.75843	26.274511	4.212148	9.313567	89.332067	14.174742	33.330388	33.440504
IFI6	523.80326	498.53126	59.166964	128.945773	1003.46242	195.695077	192.62822	251.68155
IFIH1	27.392425	24.464019	21.016087	21.792681	41.441534	25.7613941	25.463924	32.847032
IFIT1	12.341713	11.29783	6.388096	6.47896	27.13078	7.994895	10.8106	12.28122
IFIT1B	0.037822	0.0554634	0.0629963	0.023565	0.0605778	0.133576	0.0711176	0.0866939
IFIT2	29.999472	30.0045497	45.9911370003539	40.51713	36.639924	52.594256124	48.2905674	40.4779822
IFIT3	42.9899843014334	35.4372223	18.6267203001731	25.236392209	84.15551	50.481189	45.985058	56.9938448902
IFIT5	18.70681	27.34268	20.23415	20.40242	25.180609	29.922094	30.132379	28.210563
IFITM1	434.531491387	315.54390846062	96.185034	59.586172	976.937079020709	282.2389404	338.024028	252.348382
IFITM10	14.70186	13.88433	14.37977	25.976	5.38303	7.33185	5.625803	11.28013
IFITM2	47.078039550813	67.329434	55.4885	53.893438	46.6628900142334	82.342525	179.0458437527	78.009536
IFITM3	1100.033029	542.859008	390.348132	262.029457	1475.57522	442.7536453	641.46007	469.871772
IFITM5	0	0	0	0	0	0	0	0.0822602
IFNA1	0.274939	0.319103	0.301002	0.27	0.408681	0.30691	0.67991	0.934642
IFNA10	0	0	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0.0226286	0	0
IFNA14	0	0	0	0	0	0	0	0
IFNA16	0	0	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0	0	0
IFNA21	0	0	0.0482037	0	0	0.0511673	0	0
IFNA4	0	0	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0	0	0
IFNA6	0	0	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0	0	0
IFNA8	0	0	0	0	0.131634	0.14455	0	0
IFNAR1	46.28813471	52.03867565	58.129484	45.239902141768	48.2234061	50.5910034	59.8038915	59.90294648
IFNAR2	33.1199090009162	29.65548386	47.224381	35.24479874045	30.9336157	24.3154729419	32.107148	29.61929711542
IFNAR2-IL10RB	2.023424	1.98004000027781	1.591593	3.409932	3.283478	2.813881	5.481527	5.266384
IFNB1	0.177003	0.113971	0.12896	0	0.0626026	0	0	0.0667592
IFNE	4.44558	3.86252	2.68404	3.17857	7.95375	5.74606	7.02583	9.73272
IFNG	0	0	0	0	0	0	0	0
IFNGR1	96.415617	89.3246090784951	95.079908	71.445318	181.978058	101.661687	100.014276	101.933021
IFNGR2	140.170796	111.257363	96.434196	103.5795246	166.013109	69.124022	75.447962	95.3601233
IFNK	1.76139	1.21315	0.202311	0.363048	1.56209	0.0858031	0.319521	0.0836374
IFNL1	0.603131	0.258277	0.0729855	0	0.568201	0	0.165116	0
IFNL2	0.164263	0.1384	0	0	0.0616751	0	0	0
IFNL3	2.073753	1.332649	0.213534	0.239401	3.29254	0.940052	0.478104	0.110445
IFNL4	0.47333	0.462068	0.31476	0.117724	1.0346	0.138769	0.0295587	0.10833
IFNLR1	3.585107	3.303944	4.9513312	4.371029	2.659476	3.2210018	4.949621	3.635023
IFNW1	0.105541	0	0	0	0.0748963	0.0411449	0.262692	0.240669
IFRD1	48.8926355	48.072526	69.185732	76.3847451	30.850298768	24.447646	33.365844	24.557378
IFRD2	32.954129	38.40338	34.530383	43.443796	34.199369	33.052405	34.373311	31.579292
IFT122	8.19047455648479	10.8768828222209	12.07549143211	9.16883825671131	9.82086247460306	6.63820365977136	12.2306213461369	11.4054701613561
IFT140	8.958469	10.835849	11.626052	13.207412	10.9916362	16.3794544	19.7863646	18.986282
IFT172	11.6815	10.6169780002471	20.3589043	13.0769050000938	11.0987933011544	9.3948844	21.984438	20.8576377
IFT20	76.896966	82.78795	94.577966	81.15057	60.245768	58.303939	48.2126	59.902341
IFT22	16.412896	17.465261	11.7519148	17.396538	17.867429	18.789279	19.19084	17.964479
IFT25	101.40348	89.46763	104.25304	79.342534	74.75165	76.30704	100.22123	81.89187
IFT27	56.413845	52.83154	59.434199	65.9202	48.86258	40.938174	50.852914	43.135212
IFT43	41.869202	41.529797	35.903072	47.094043	40.87575	36.628058	39.16938	35.638181
IFT46	20.93777293	17.082435	23.519761	23.636327	17.364666	17.22944	21.738364	19.84359038153
IFT52	9.52517	10.55008	10.57503	12.24137	13.27337	13.40848	16.79193	16.26559
IFT57	20.28216	21.8718	23.7691	27.549	18.57355	16.7331	19.49106	20.34732
IFT74	15.81882	19.543103	21.521929	20.33378	17.864318	26.066806	26.112188	23.951359
IFT80	11.7106519	10.076943	14.1211	14.108689	11.943783	16.248638	25.929119	20.570339
IFT81	8.663525	10.4163787	9.256353	11.486043	9.165621	11.894626	11.863967	10.154575
IFT88	4.60044	4.719226	5.619407	4.195363	4.757234	6.261786	6.085034	5.114703
IFTAP	35.9893315865	33.1906028	29.05883156	30.539966	20.4359531428	18.157184	21.503077001048	18.991509138
IGBP1	42.560053	41.06537	39.79811	44.116905	44.430818	41.54062	49.7949	50.47121
IGBP1C	0	0	0.0288944	0	0	0.0305849	0	0
IGDCC3	0.00762249	0.0625089	0	0	0.0454991	0.0179456	0	0.00876754
IGDCC4	0.124901	0.0919634	0.116205	0.0391394	0.0667665	0.0183889	0.00653756	0.0479249
IGF1	0.0431708	0.0539704	0.0209202	0.0351754	0.0838538	0.0447609	0.725558	0.3254456
IGF1R	22.993822	19.951169	27.04438	22.646326	23.296851	22.16791	31.477954	29.081954
IGF2	181.2974307	265.789449	69.462467	96.448084	79.582281	35.471709	6.87087	14.0487134
IGF2BP1	0.00371303	0	0.00414787	0.0046571	0.00397051	0.00874966	0.00466652	0.00427615
IGF2BP2	59.0806	60.08984	55.30005	60.36134	58.39105	51.14084	46.48103	45.12967
IGF2BP3	36.08254	28.06285	29.67248	28.85299	41.56072	37.6505	50.06257	38.76266
IGF2R	36.453929	37.946479	30.014642	42.9868818	42.403784	36.2595828	31.1173736	32.098124
IGFALS	0.852761	1.407105	1.590394	1.691113	1.04521	0.505539	1.414482	0.934371
IGFBP1	0.0782217	0.10174	0.0866121	0.146997	0	0	0.097623	0
IGFBP2	37.78082	18.64544	17.42721	58.25396	103.6769	22.27369	22.3694	54.44921
IGFBP3	3435.67179	2810.14037	3718.20849	3345.064632	2020.76459	1443.257971	2153.29758	1645.777964
IGFBP4	228.706	203.634	175.501	202.593	186.144	80.6306	73.1481	59.7921
IGFBP5	1.22198	0.834506	3.17922	0.612649	0.198802	0.125151	0.113457	0.0856181
IGFBP6	19.378805	17.20797	25.180338	32.871581	22.562532	21.47669	29.512418	22.00451
IGFBP7	236.74982	253.59069	139.96004	194.96951	273.206	146.1745	92.0988	116.0775
IGFBPL1	0.354943	0.461835	0.358965	0.507417	0.344419	0.422735	0.419586	0.474772
IGFL1	0	0.0640358	0.289546	0.162364	0	2.46708	0	0.0750016
IGFL2	0.989092	1.679254	0.792458	0.459796	0.445143	0.399186	1.28447	0.430687
IGFL3	0.754373	1.28651	0.362962	1.11872	0.70942	0.484101	1.43824	0.658735
IGFL4	5.43928	4.74693	5.89473	7.98013	6.69411	6.38117	8.99202	13.5084
IGFLR1	4.675431	1.107867	3.427556	1.1556045	1.936064	6.5747716	2.979043	3.5907116
IGFN1	0.0109604	0.00269204	0.0275596	0	0.0205136	0.00897714	0	0
IGHA1	0	0	0	0	0	0	0	0
IGHA2	0	0	0	0	0	0	0	0
IGHD	0	0	0	0	0	0	0	0
IGHD1-1	0	0	0	0	0	0	0	0
IGHD1-14	0	0	0	0	0	0	0	0
IGHD1-20	0	0	0	0	0	0	0	0
IGHD1-26	0	0	0	0	0	0	0	0
IGHD1-7	0	0	0	0	0	0	0	0
IGHD1OR15-1A	0	0	0	0	0	0	0	0
IGHD1OR15-1B	0	0	0	0	0	0	0	0
IGHD3-3	0	0	0	0	0	0	0	0
IGHD5-12	0	0	0	0	0	0	0	0
IGHD5-18	0	0	0	0	0	0	0	0
IGHD5-24	0	0	0	0	0	0	0	0
IGHD5-5	0	0	0	0	0	0	0	0
IGHD5OR15-5A	0	0	0	0	0	0	0	0
IGHD5OR15-5B	0	0	0	0	0	0	0	0
IGHD6-13	0	0	0	0	0	0	0	0
IGHD6-19	0	0	0	0	0	0	0	0
IGHD6-25	0	0	0	0	0	0	0	0
IGHD6-6	0	0	0	0	0	0	0	0
IGHD7-27	0	0	0	0	0	0	0	0
IGHE	0	0	0.157503	0.0353394	0.060682	0.0333562	0.106537	0.0325364
IGHG1	0	0	0	0	0	0	0	0.0999671
IGHG2	0	0	0	0	0	0	0	0
IGHG3	0	0	0	0	0	0.0383048	0	0
IGHG4	0	0	0	0	0.0411985	0	0	0
IGHJ1	0	0	0	0	0	0	0	0
IGHJ2	0	0	0	0	0	0	0	0
IGHJ3	0	0	0	0	0	0	0	0
IGHJ4	0	0	0	0	0	0	0	0
IGHJ5	0	0	0	0	0	0	0	0
IGHJ6	0	0	0	0	0	0	0	0
IGHM	0	0	0	0	0	0	0	0
IGHMBP2	9.83321141223	11.4042085	16.7339409	21.60133043021	9.3265529	11.0256234	13.70464325876	15.5927170781
IGHV1-18	0	0	0	0	0	0	0	0
IGHV1-2	0	0	0	0	0	0	0	0
IGHV1-24	0	0	0	0	0	0.284848	0	0
IGHV1-3	0	0	0	0	0	0	0	0
IGHV1-45	0	0	0	0	0	0	0	0
IGHV1-46	0	0	0	0	0	0	0	0
IGHV1-58	0	0	0	0	0	0	0	0
IGHV1-69	0	0	0	0	0	0	0	0
IGHV1-69-2	0	0	0	0	0	0	0	0
IGHV1-69D	0	0	0	0	0	0	0	0
IGHV1OR15-1	0	0	0	0	0	0	0	0.135853
IGHV1OR15-9	0	0	0	0	0	0	0	0
IGHV1OR21-1	0	0	0	0	0	0	0	0.135853
IGHV2-26	0	0	0	0	0	0	0	0
IGHV2-5	0	0	0	0	0	0	0	0
IGHV2-70	0	0	0	0	0	0	0	0
IGHV2-70D	0	0	0	0	0	0	0	0
IGHV2OR16-5	0	0	0	0	0	0	0	0
IGHV3-11	0	0	0	0	0	0	0	0
IGHV3-13	0	0	0	0	0	0	0	0
IGHV3-15	0	0	0	0	0	0	0	0
IGHV3-16	0	0	0	0	0	0	0	0
IGHV3-20	0	0	0	0	0	0	0	0
IGHV3-21	0	0	0	0	0	0	0	0
IGHV3-23	0	0	0	0	0	0	0	0
IGHV3-30	0	0	0	0	0	0	0	0
IGHV3-33	0	0	0	0	0	0	0	0
IGHV3-35	0	0	0	0	0	0	0	0
IGHV3-38	0	0	0	0	0	0	0	0
IGHV3-43	0	0	0	0	0	0	0	0
IGHV3-48	0	0	0	0	0	0	0	0
IGHV3-49	0	0	0	0	0	0	0	0
IGHV3-53	0	0	0	0	0	0	0	0
IGHV3-64	0	0	0	0	0	0	0	0
IGHV3-64D	0	0	0	0	0	0	0	0
IGHV3-66	0	0	0	0	0	0	0	0
IGHV3-7	0	0	0	0	0	0	0	0
IGHV3-72	0.449881	0.623055	0.958322	0.7967	1.40537	0.748162	2.38348	0.49056
IGHV3-73	3.06685	5.24296	2.126	5.69847	7.39196	21.8486	15.4112	13.5866
IGHV3-74	25.4604	27.1462	19.5295	25.2201	27.005	65.8692	57.4782	49.6522
IGHV3OR15-7	0	0	0	0	0	0	0	0
IGHV3OR16-10	0	0.350278	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0	0	0
IGHV3OR16-17	0	0	0	0	0	0	0	0
IGHV3OR16-8	0	0	0	0	0	0	0	0
IGHV3OR16-9	0	0	0	0	0	0	0	0
IGHV4-28	0	0	0	0	0	0	0	0
IGHV4-31	0	0	0	0	0	0.256947	0.272818	0
IGHV4-34	0	0	0	0	0	0	0.323219	0
IGHV4-39	0	0	0	0	0	0	0	0
IGHV4-4	0	0	0	0	0	0	0	0
IGHV4-59	10.7539	4.0838	3.89506	2.08752	14.1365	7.28348	3.47752	5.70193
IGHV4-61	0	0	0	0	0	0	0	0
IGHV4OR15-8	0	0	0	0	0	0	0	0.330949
IGHV5-10-1	1.27877	1.81683	0.635932	2.95189	1.78533	1.14668	1.70364	4.12554
IGHV5-51	1.27877	0.778643	0.953897	1.18076	3.2136	2.29336	0.42591	0.589363
IGHV6-1	0	0	0	0	0	0	0	0
IGHV7-4-1	0	0	0	0	0	0	0	0
IGHV7-81	16.8911	11.9349	5.45785	13.3899	21.6509	19.2427	15.0391	18.3278
IGHV8-51-1	0	0	0	0	0	0	0	0
IGIP	9.13469	11.3281	8.75194	8.88575	8.41235	11.3001	8.2702	8.39452
IGKC	0	0	0	0	0	0	0	0
IGKJ1	0	0	1.33946	0	0	0	0	0
IGKJ2	0	0	0	0	0	0	0	0
IGKJ3	0	0	0	0	0	0	0	0
IGKJ4	0	0	0	0	0	0	0	0
IGKJ5	0	0	0	0	0	0	0	0
IGKV1-12	0.276579	0	0	0	0	0	0	0
IGKV1-16	0	0.204302	0	0	0	0	0	0
IGKV1-17	0	0	0	0	0	0	0	0
IGKV1-27	3.06638	1.23307	0.942419	0	2.58861	0.687691	1.0902	0.999148
IGKV1-33	7.65526	2.10782	0.942419	3.86163	0	0	1.0902	0
IGKV1-37	0	0	0	0	0	0	0	0
IGKV1-39	0	0	0	0	0	0	0	0
IGKV1-5	0	0	0	0	0	0	0	0
IGKV1-6	0	0	0	0	0	0	0	0
IGKV1-8	0	0	0	0	0	0	0	0
IGKV1-9	0	0	0	0	0	0	0	0
IGKV1D-12	0	0	0	0	0	0	0	0
IGKV1D-13	0	0	0	0	0	0	0	0
IGKV1D-16	0	0.204302	0	0	0	0	0	0
IGKV1D-17	0.136285	0	0	0	0.143453	0.155535	0	0
IGKV1D-33	0	0	0	0	0	0	0	0
IGKV1D-37	0	0	0	0	0	0	0	0
IGKV1D-39	0.0111025	0	0	0	8.10022	2.5089	0	3.11492
IGKV1D-42	0	0	0	0	0	0	0	0
IGKV1D-43	7.76827	4.20943	1.01432	3.57537	6.45537	4.97711	2.30921	5.11615
IGKV1D-8	0	0	0	0	0	0	0	0
IGKV1OR2-108	1.48816	0.343236	0.381069	0	0	0	1.33074	0
IGKV2-24	0	0	0	0	0	0	0	0
IGKV2-28	1.2601	4.50011	6.46217	4.98945	2.91122	5.64353	7.26261	6.75993
IGKV2-30	3.44338	0	0	0	0	0	0	0
IGKV2-40	0.923183	5.09842	5.70098	5.03454	3.66171	7.23613	11.83	16.0249
IGKV2D-24	0	0	0	0	0	0	0	0
IGKV2D-26	0	0	0	0	0	0	0	0
IGKV2D-28	0	0	0	0	0	0	0	0
IGKV2D-29	0	0	0	0	0	0	0	0
IGKV2D-30	0	0	0	0	0	0	0	0
IGKV2D-40	0	0	0	0	0	0	0	0
IGKV3-11	0	0	0	0	0	0	0	0
IGKV3-15	0	0	0	0	0	0	0	0
IGKV3-20	0	0	0	0	0	0	0	0
IGKV3-7	0	0	0	0	0	0	0	0
IGKV3D-11	0	0	0	0	0	0	0	0
IGKV3D-15	0	0	0	0	0	0	0	0
IGKV3D-20	0	0	0	0	0	0	0	0
IGKV3D-7	0	0	0	0	0	0	0	0
IGKV3OR2-268	0	0.407021	0.77742	0	0	0.432436	1.35988	0
IGKV4-1	0.133013	0	0	0	0	0	0.161089	0
IGKV5-2	0	0	0	0	0	0	1.23112	0
IGKV6-21	0	0	0	0	0	0	0	0
IGKV6D-21	0	0	0	0	0	0	0	0
IGKV6D-41	0	0	0	0	0	0	0	0
IGLC1	0	0	0.200417	0	0	0.215552	0.686998	0.20884
IGLC2	1.13469	1.85608	2.08329	2.33098	0.985878	1.17388	2.26711	1.65361
IGLC3	1.13469	1.85608	2.08329	2.33098	0.985878	1.17388	2.26711	1.65361
IGLC7	1.06178	0	0	0.247458	1.32226	0.238651	0	0
IGLJ1	0	0	0	0	0	0	0	0
IGLJ2	0	0	0	0	0	0	0	0
IGLJ3	0	0	0	0	0	0	0	0
IGLJ4	0	0	0	0	0	0	0	0
IGLJ5	0	0	0	0	0	0	0	0
IGLJ6	0	0	0	0	0	0	0	0
IGLJ7	0	0	0	0	0	0	0	0
IGLL1	1.76044	1.03005	1.32904	1.21107	0.810654	2.03814	2.35109	2.58399
IGLL5	0	0	0	0	0	0	0	0
IGLON5	0.479739	0.562849	0.222113	0.261301	0.435854	0.225303	0.182393	0.132807
IGLV1-36	0	0	0	0	0	0	0	0
IGLV1-40	0	0	0	0	0	0	0	0
IGLV1-44	0	0	0	0	0	0	0	0
IGLV1-47	0	0	0	0	0	0	0	0
IGLV1-50	0.527847	0.487138	0	0.304315	0.811907	0	0	0.572745
IGLV1-51	4.98601	3.23213	2.70449	2.68279	1.19996	2.95304	3.47295	5.71318
IGLV10-54	0	0	0	0	0	0	0	0
IGLV11-55	0	0	0	0	0	0	0	0
IGLV2-11	0	0	0	0	0	0	0	0
IGLV2-14	0	0	0	0	0	0	0	0
IGLV2-18	0	0	0	0	0	0	0	0
IGLV2-23	0	0	0	0	0	0	0	0
IGLV2-33	0	0	0	0	0	0	0	0
IGLV2-8	0	0	0	0	0	0	0	0
IGLV3-1	0	0	0	0	0	0	0	0
IGLV3-10	0	0	0	0	0	0	0	0
IGLV3-12	0	0	0	0	0	0	0	0
IGLV3-16	0	0	0	0	0	0	0	0
IGLV3-19	0	0	0	0	0	0	0	0
IGLV3-21	0	0	0	0	0	0	0	0
IGLV3-22	0	0	0	0	0	0	0	0
IGLV3-25	0	0	0	0	0	0	0	0
IGLV3-27	0	0	0	0	0	0	0	0
IGLV3-32	0	0	0	0	0	0	0	0
IGLV3-9	0	0	0	0	0	0	0	0
IGLV4-3	0	0	0	0	0	0	0	0
IGLV4-60	0	0	0	0	0	0	0	0
IGLV4-69	0	0	0	0	0	0	0	0
IGLV5-37	0	0	0	0	0	0	0	0
IGLV5-45	0	0	0	0	0	0	0	0
IGLV5-48	0	0	0	0	0	0	0	0
IGLV5-52	31.554	20.9658	15.6833	22.2075	26.2635	36.8957	21.1039	31.5403
IGLV6-57	0	0	0	0	0	0	0	0
IGLV7-43	0	0	0	0	0	0	0	0
IGLV7-46	0	0	0	0	0	0	0	0
IGLV8-61	0	0	0	0	0	0	0	0
IGLV9-49	0	0	0	0	0	0	0	0
IGSF1	0.0443438	0.0441731	0.0496903	0.0478821	0.0220448	0.13658	0.0552318	0.0609069
IGSF10	0.5871155	0.80414208	0.4615357	0.1923904	1.2808282	0.32588338	0.5640107	0.641012
IGSF11	2.58404400626544	4.930712	1.287776	2.137635	1.4183618	3.8457052	2.3110335	2.6865453
IGSF21	0	0	0	0	0	0	0	0
IGSF22	1.204742	0.710862	0.377634	0.830532	1.322405	0.52981	0.841594	0.782715
IGSF23	0.773026	0.075732	0.187893	0.0517896	0.3729566	0.4137931	0.948212	0.0955025
IGSF3	21.900693	15.8504400042744	16.496982	15.627248	15.872660984484	7.334086	9.7729258882	10.038512
IGSF5	2.17635	3.30392	4.76765	3.91329	2.20354	5.11367	8.21422	8.66463
IGSF6	1.351116	1.237498	3.7869	2.683029	1.036648	0.759175	3.188148	1.463886
IGSF8	42.35549	51.67382	50.410998	62.84408	28.434034	35.630057	38.28423	40.65693
IGSF9	5.663072	3.901671	8.865624	5.572756	2.060527	4.847841	7.78385	3.804048
IGSF9B	0.00935316	0.00919158	0.2155886	0.02107473	0.00400178	0.0198451	0.0870376	0.01936084
IHH	0	0	0	0	0	0.102536	0.0182134	0.0333773
IHO1	0.15047	0.1999851	0.1509018	0	0.1300954	0.1954061	0.1344769	0.2178312
IK	114.239715	117.466821	115.744172	122.755868	112.727104	127.765394	130.00778	121.42773
IKBIP	16.20328	16.2194	15.40961	10.27	15.44577	9.43163	6.86254	4.95156
IKBKB	31.252681	31.851348	33.436511	31.544654	32.811066	35.689156	41.714717	41.9379664
IKBKE	7.279281	6.9002409	6.821347	6.173241	22.202429	13.192969	11.543084	19.715092
IKBKG	21.332011	20.326822	24.05188379074	27.3092511154	24.554676	23.529531	28.8044200006728	24.076543
IKZF1	0.109607995	0.00610156	0	0	0.0380903	0.0188509	0	0
IKZF2	45.9421497	40.87058117	38.3548733	43.080487	42.86642244	40.9335232	57.7888461	57.339132
IKZF3	0.94398941	1.0366378	0.9809033475	0.995474	0.9554705796	0.79076948364	0.93348792	1.2267292141
IKZF4	2.865224	2.18966494885	3.089271	2.564083	2.722094	3.7578607	5.366077	3.502164518
IKZF5	4.93	6.269927	9.125491	6.73393	5.228862	7.576774	8.069746	7.23231
IL10	0.119926	0.285388	0.145725	0.22292	0.0659425	0.0856397	0.03916	0.307457
IL10RA	0.3521608	0.323135	0.355871	0.2129754	0.211282	0.02509396	0.060104	0.0244916
IL10RB	36.150436	41.668116	45.565496	45.655773	29.47788	30.557572	38.014608	36.025913
